gene_symbol	ensembl_gene_id	disease	association_score	evidence_count
NLRP3	ENSG00000162711	mash	0.114056	422
NLRP3	ENSG00000162711	nafld	0.076636	430
NLRP3	ENSG00000162711	obesity	0.112444	659
NLRP3	ENSG00000162711	type_2_diabetes	0.109406	708
NLRP4	ENSG00000160505	mash	0.007400	2
NLRP4	ENSG00000160505	nafld	0.007400	1
NLRP6	ENSG00000174885	mash	0.024023	22
NLRP6	ENSG00000174885	nafld	0.015091	20
NLRP6	ENSG00000174885	obesity	0.035026	15
NLRP6	ENSG00000174885	type_2_diabetes	0.032424	7
NLRP7	ENSG00000167634	mash	0.003700	1
NLRP7	ENSG00000167634	type_2_diabetes	0.003700	1
NLRP9	ENSG00000185792	mash	0.003700	1
NLRP9	ENSG00000185792	type_2_diabetes	0.003700	1
NLRX1	ENSG00000160703	mash	0.014986	2
NLRX1	ENSG00000160703	nafld	0.007472	4
NLRX1	ENSG00000160703	obesity	0.004420	3
NLRX1	ENSG00000160703	type_2_diabetes	0.020765	5
NMB	ENSG00000197696	obesity	0.018717	15
NMB	ENSG00000197696	type_2_diabetes	0.002960	1
NMBR	ENSG00000135577	obesity	0.011869	5
NMBR	ENSG00000135577	type_2_diabetes	0.001480	1
NMD3	ENSG00000169251	type_2_diabetes	0.028777	2
NME1	ENSG00000239672	nafld	0.001480	1
NME1	ENSG00000239672	type_2_diabetes	0.003700	1
NME4	ENSG00000103202	nafld	0.065309	2
NME4	ENSG00000103202	type_2_diabetes	0.001480	1
NME6	ENSG00000172113	type_2_diabetes	0.157659	1
NME7	ENSG00000143156	obesity	0.004810	2
NME9	ENSG00000181322	type_2_diabetes	0.137108	3
NMI	ENSG00000123609	obesity	0.001480	1
NMI	ENSG00000123609	type_2_diabetes	0.407324	4
NMNAT1	ENSG00000173614	mash	0.002220	1
NMNAT1	ENSG00000173614	nafld	0.002220	1
NMNAT1	ENSG00000173614	obesity	0.004594	4
NMNAT1	ENSG00000173614	type_2_diabetes	0.007400	1
NMNAT2	ENSG00000157064	obesity	0.012211	2
NMNAT3	ENSG00000163864	obesity	0.004625	2
NMNAT3	ENSG00000163864	type_2_diabetes	0.001480	1
NMRAL1	ENSG00000153406	type_2_diabetes	0.007400	1
NMRK1	ENSG00000106733	nafld	0.004872	3
NMRK1	ENSG00000106733	obesity	0.007647	3
NMRK1	ENSG00000106733	type_2_diabetes	0.002220	1
NMRK2	ENSG00000077009	obesity	0.054977	17
NMRK2	ENSG00000077009	type_2_diabetes	0.008326	2
NMS	ENSG00000204640	obesity	0.009567	5
NMS	ENSG00000204640	type_2_diabetes	0.001480	1
NMT1	ENSG00000136448	obesity	0.007400	1
NMT1	ENSG00000136448	type_2_diabetes	0.003700	1
NMT2	ENSG00000152465	obesity	0.051717	2
NMU	ENSG00000109255	mash	0.008141	2
NMU	ENSG00000109255	nafld	0.002220	1
NMU	ENSG00000109255	obesity	0.057261	29
NMU	ENSG00000109255	type_2_diabetes	0.011882	3
NMUR1	ENSG00000171596	mash	0.008691	13
NMUR1	ENSG00000171596	nafld	0.023714	20
NMUR1	ENSG00000171596	obesity	0.038620	215
NMUR1	ENSG00000171596	type_2_diabetes	0.025396	148
NMUR2	ENSG00000132911	obesity	0.152770	20
NNAT	ENSG00000053438	obesity	0.039294	27
NNAT	ENSG00000053438	type_2_diabetes	0.013169	8
NNMT	ENSG00000166741	mash	0.018709	12
NNMT	ENSG00000166741	nafld	0.030616	10
NNMT	ENSG00000166741	obesity	0.046958	84
NNMT	ENSG00000166741	type_2_diabetes	0.147444	29
NNT	ENSG00000112992	mash	0.001850	2
NNT	ENSG00000112992	nafld	0.001480	1
NNT	ENSG00000112992	obesity	0.032392	17
NNT	ENSG00000112992	type_2_diabetes	0.004255	2
NOB1	ENSG00000141101	obesity	0.038550	7
NOBOX	ENSG00000106410	obesity	0.106547	2
NOC3L	ENSG00000173145	obesity	0.001480	1
NOC4L	ENSG00000184967	obesity	0.009621	1
NOCT	ENSG00000151014	nafld	0.010361	1
NOCT	ENSG00000151014	obesity	0.015814	19
NOCT	ENSG00000151014	type_2_diabetes	0.052344	2
NOD1	ENSG00000106100	nafld	0.008141	2
NOD1	ENSG00000106100	obesity	0.062013	26
NOD1	ENSG00000106100	type_2_diabetes	0.033762	12
NOD2	ENSG00000167207	mash	0.004995	2
NOD2	ENSG00000167207	nafld	0.011620	5
NOD2	ENSG00000167207	obesity	0.087450	31
NOD2	ENSG00000167207	type_2_diabetes	0.036717	19
NODAL	ENSG00000156574	obesity	0.001480	1
NODAL	ENSG00000156574	type_2_diabetes	0.001480	1
NOG	ENSG00000183691	mash	0.002960	1
NOG	ENSG00000183691	nafld	0.004440	1
NOG	ENSG00000183691	obesity	0.038519	7
NOG	ENSG00000183691	type_2_diabetes	0.010446	5
NOL11	ENSG00000130935	type_2_diabetes	0.071254	2
NOL3	ENSG00000140939	obesity	0.004810	2
NOL3	ENSG00000140939	type_2_diabetes	0.002960	1
NOL4	ENSG00000101746	obesity	0.290411	2
NOL4	ENSG00000101746	type_2_diabetes	0.327014	2
NOL4L	ENSG00000197183	type_2_diabetes	0.141087	1
NOM1	ENSG00000146909	type_2_diabetes	0.144661	4
NOMO1	ENSG00000103512	type_2_diabetes	0.030368	3
NONO	ENSG00000147140	mash	0.002960	1
NONO	ENSG00000147140	nafld	0.003700	1
NONO	ENSG00000147140	type_2_diabetes	0.002960	1
NOP2	ENSG00000111641	type_2_diabetes	0.003700	1
NOP53	ENSG00000105373	obesity	0.020701	3
NOP53	ENSG00000105373	type_2_diabetes	0.013437	6
NOP58	ENSG00000055044	type_2_diabetes	0.143783	2
NORAD	ENSG00000260032	mash	0.001480	1
NORAD	ENSG00000260032	nafld	0.017761	1
NOS1	ENSG00000089250	mash	0.009312	3
NOS1	ENSG00000089250	nafld	0.011675	9
NOS1	ENSG00000089250	obesity	0.040431	72
NOS1	ENSG00000089250	type_2_diabetes	0.322838	105
NOS1AP	ENSG00000198929	obesity	0.015335	3
NOS1AP	ENSG00000198929	type_2_diabetes	0.033808	14
NOS2	ENSG00000007171	mash	0.050447	51
NOS2	ENSG00000007171	nafld	0.083365	77
NOS2	ENSG00000007171	obesity	0.096689	289
NOS2	ENSG00000007171	type_2_diabetes	0.394491	208
NOS3	ENSG00000164867	mash	0.055135	33
NOS3	ENSG00000164867	nafld	0.057178	55
NOS3	ENSG00000164867	obesity	0.093992	298
NOS3	ENSG00000164867	type_2_diabetes	0.109684	382
NOSTRIN	ENSG00000163072	nafld	0.019241	1
NOSTRIN	ENSG00000163072	obesity	0.003700	1
NOSTRIN	ENSG00000163072	type_2_diabetes	0.128382	1
NOTCH1	ENSG00000148400	mash	0.038476	11
NOTCH1	ENSG00000148400	nafld	0.076439	17
NOTCH1	ENSG00000148400	obesity	0.032422	24
NOTCH1	ENSG00000148400	type_2_diabetes	0.061998	24
NOTCH2	ENSG00000134250	mash	0.004440	1
NOTCH2	ENSG00000134250	nafld	0.066071	6
NOTCH2	ENSG00000134250	obesity	0.033946	7
NOTCH2	ENSG00000134250	type_2_diabetes	0.460431	66
NOTCH3	ENSG00000074181	mash	0.013321	1
NOTCH3	ENSG00000074181	nafld	0.002940	3
NOTCH3	ENSG00000074181	obesity	0.035078	11
NOTCH3	ENSG00000074181	type_2_diabetes	0.004512	4
NOTCH4	ENSG00000204301	mash	0.008881	1
NOTCH4	ENSG00000204301	nafld	0.002960	1
NOTCH4	ENSG00000204301	obesity	0.013890	10
NOTUM	ENSG00000185269	obesity	0.009806	2
NOTUM	ENSG00000185269	type_2_diabetes	0.010361	1
NOVA1	ENSG00000139910	obesity	0.012581	1
NOX1	ENSG00000007952	mash	0.011528	13
NOX1	ENSG00000007952	nafld	0.010605	9
NOX1	ENSG00000007952	obesity	0.046904	21
NOX1	ENSG00000007952	type_2_diabetes	0.015001	18
NOX3	ENSG00000074771	obesity	0.011841	1
NOX3	ENSG00000074771	type_2_diabetes	0.010176	2
NOX4	ENSG00000086991	mash	0.080713	24
NOX4	ENSG00000086991	nafld	0.037449	14
NOX4	ENSG00000086991	obesity	0.063716	65
NOX4	ENSG00000086991	type_2_diabetes	0.061246	51
NOX5	ENSG00000255346	mash	0.002220	1
NOX5	ENSG00000255346	nafld	0.001480	1
NOX5	ENSG00000255346	obesity	0.019210	4
NOX5	ENSG00000255346	type_2_diabetes	0.040271	3
NOXO1	ENSG00000196408	mash	0.004440	1
NOXO1	ENSG00000196408	type_2_diabetes	0.002220	1
NPAP1	ENSG00000185823	obesity	0.002755	3
NPAS2	ENSG00000170485	nafld	0.004810	2
NPAS2	ENSG00000170485	obesity	0.003032	4
NPAS2	ENSG00000170485	type_2_diabetes	0.064737	7
NPAS3	ENSG00000151322	obesity	0.352416	12
NPAS3	ENSG00000151322	type_2_diabetes	0.140705	11
NPAS4	ENSG00000174576	obesity	0.011882	3
NPAS4	ENSG00000174576	type_2_diabetes	0.011820	3
NPAT	ENSG00000149308	type_2_diabetes	0.003700	1
NPB	ENSG00000183979	obesity	0.051275	14
NPBWR1	ENSG00000288611	obesity	0.048679	15
NPBWR2	ENSG00000125522	obesity	0.116447	1
NPBWR2	ENSG00000125522	type_2_diabetes	0.031202	2
NPC1	ENSG00000141458	mash	0.021332	8
NPC1	ENSG00000141458	nafld	0.004983	6
NPC1	ENSG00000141458	obesity	0.442222	58
NPC1	ENSG00000141458	type_2_diabetes	0.429541	18
NPC1L1	ENSG00000015520	mash	0.010295	9
NPC1L1	ENSG00000015520	nafld	0.088476	27
NPC1L1	ENSG00000015520	obesity	0.034731	24
NPC1L1	ENSG00000015520	type_2_diabetes	0.376464	30
NPC2	ENSG00000119655	mash	0.020721	1
NPC2	ENSG00000119655	nafld	0.004605	3
NPC2	ENSG00000119655	obesity	0.019105	6
NPC2	ENSG00000119655	type_2_diabetes	0.128123	4
NPDC1	ENSG00000107281	obesity	0.008306	6
NPDC1	ENSG00000107281	type_2_diabetes	0.003515	2
NPEPL1	ENSG00000215440	obesity	0.002960	1
NPEPPS	ENSG00000141279	nafld	0.022078	3
NPEPPS	ENSG00000141279	obesity	0.064302	194
NPEPPS	ENSG00000141279	type_2_diabetes	0.066252	35
NPFF	ENSG00000139574	obesity	0.006246	9
NPFF	ENSG00000139574	type_2_diabetes	0.005735	2
NPFFR1	ENSG00000148734	obesity	0.001480	1
NPFFR1	ENSG00000148734	type_2_diabetes	0.001480	1
NPFFR2	ENSG00000056291	obesity	0.031489	18
NPFFR2	ENSG00000056291	type_2_diabetes	0.013041	5
NPHP4	ENSG00000131697	type_2_diabetes	0.003700	1
NPHS1	ENSG00000161270	obesity	0.005048	9
NPHS1	ENSG00000161270	type_2_diabetes	0.080780	51
NPHS2	ENSG00000116218	obesity	0.005129	4
NPHS2	ENSG00000116218	type_2_diabetes	0.010975	13
NPIPA1	ENSG00000183426	obesity	0.031887	4
NPIPA1	ENSG00000183426	type_2_diabetes	0.019499	1
NPIPA2	ENSG00000254852	obesity	0.001850	2
NPIPA3	ENSG00000224712	type_2_diabetes	0.031193	4
NPIPA5	ENSG00000183793	obesity	0.052414	4
NPIPB11	ENSG00000254206	obesity	0.001850	2
NPIPB15	ENSG00000196436	obesity	0.266589	1
NPIPB15	ENSG00000196436	type_2_diabetes	0.026479	2
NPIPB2	ENSG00000234719	type_2_diabetes	0.073465	6
NPIPB5	ENSG00000243716	mash	0.001608	1
NPIPB6	ENSG00000198156	obesity	0.053380	4
NPIPB7	ENSG00000233232	obesity	0.042768	5
NPIPB7	ENSG00000233232	type_2_diabetes	0.019139	1
NPIPB8	ENSG00000255524	obesity	0.045773	12
NPIPB8	ENSG00000255524	type_2_diabetes	0.022200	1
NPIPB9	ENSG00000196993	obesity	0.028911	3
NPIPB9	ENSG00000196993	type_2_diabetes	0.018782	1
NPL	ENSG00000135838	type_2_diabetes	0.003700	1
NPLOC4	ENSG00000182446	type_2_diabetes	0.008881	1
NPM1	ENSG00000181163	nafld	0.007030	2
NPM1	ENSG00000181163	obesity	0.001480	1
NPM1	ENSG00000181163	type_2_diabetes	0.004810	2
NPM2	ENSG00000158806	nafld	0.003700	1
NPM3	ENSG00000107833	obesity	0.023003	3
NPM3	ENSG00000107833	type_2_diabetes	0.046418	1
NPNT	ENSG00000168743	obesity	0.013372	4
NPPA	ENSG00000175206	mash	0.017083	3
NPPA	ENSG00000175206	nafld	0.022674	13
NPPA	ENSG00000175206	obesity	0.041936	121
NPPA	ENSG00000175206	type_2_diabetes	0.091106	109
NPPB	ENSG00000120937	mash	0.008953	4
NPPB	ENSG00000120937	nafld	0.021102	15
NPPB	ENSG00000120937	obesity	0.083678	563
NPPB	ENSG00000120937	type_2_diabetes	0.112907	512
NPPC	ENSG00000163273	mash	0.007400	1
NPPC	ENSG00000163273	obesity	0.009754	4
NPR1	ENSG00000169418	obesity	0.034442	13
NPR1	ENSG00000169418	type_2_diabetes	0.036378	6
NPR2	ENSG00000159899	nafld	0.001480	1
NPR2	ENSG00000159899	obesity	0.005682	5
NPR2	ENSG00000159899	type_2_diabetes	0.004995	2
NPR3	ENSG00000113389	nafld	0.001480	1
NPR3	ENSG00000113389	obesity	0.315533	47
NPR3	ENSG00000113389	type_2_diabetes	0.032497	5
NPRL3	ENSG00000103148	type_2_diabetes	0.022214	1
NPS	ENSG00000214285	mash	0.002220	1
NPS	ENSG00000214285	nafld	0.001480	1
NPS	ENSG00000214285	obesity	0.013090	42
NPS	ENSG00000214285	type_2_diabetes	0.016272	7
NPSR1	ENSG00000187258	mash	0.002960	1
NPSR1	ENSG00000187258	nafld	0.004440	1
NPSR1	ENSG00000187258	obesity	0.024309	4
NPSR1-AS1	ENSG00000197085	mash	0.005920	1
NPSR1-AS1	ENSG00000197085	nafld	0.044218	2
NPSR1-AS1	ENSG00000197085	obesity	0.005180	1
NPSR1-AS1	ENSG00000197085	type_2_diabetes	0.001480	1
NPTN	ENSG00000156642	obesity	0.009312	3
NPTX1	ENSG00000171246	obesity	0.322592	2
NPTX1	ENSG00000171246	type_2_diabetes	0.041761	3
NPTX2	ENSG00000106236	obesity	0.001480	1
NPTXR	ENSG00000221890	nafld	0.001850	2
NPTXR	ENSG00000221890	obesity	0.007030	2
NPTXR	ENSG00000221890	type_2_diabetes	0.002755	3
NPVF	ENSG00000105954	obesity	0.026275	2
NPVF	ENSG00000105954	type_2_diabetes	0.211923	1
NPW	ENSG00000183971	obesity	0.002590	2
NPY	ENSG00000122585	mash	0.006290	2
NPY	ENSG00000122585	nafld	0.019915	15
NPY	ENSG00000122585	obesity	0.250325	774
NPY	ENSG00000122585	type_2_diabetes	0.238091	92
NPY1R	ENSG00000164128	mash	0.009251	2
NPY1R	ENSG00000164128	obesity	0.070434	61
NPY1R	ENSG00000164128	type_2_diabetes	0.019187	5
NPY2R	ENSG00000185149	obesity	0.115567	66
NPY2R	ENSG00000185149	type_2_diabetes	0.021941	6
NPY4R	ENSG00000204174	nafld	0.006702	3
NPY4R	ENSG00000204174	obesity	0.081087	27
NPY4R	ENSG00000204174	type_2_diabetes	0.013979	17
NPY4R2	ENSG00000264717	nafld	0.005365	2
NPY4R2	ENSG00000264717	obesity	0.044323	11
NPY4R2	ENSG00000264717	type_2_diabetes	0.013957	15
NPY5R	ENSG00000164129	obesity	0.365483	75
NPY5R	ENSG00000164129	type_2_diabetes	0.007400	1
NPY6R	ENSG00000293504	type_2_diabetes	0.003700	1
NPY6RP	ENSG00000226306	obesity	0.042323	3
NPY6RP	ENSG00000226306	type_2_diabetes	0.003700	1
NQO1	ENSG00000181019	mash	0.029088	18
NQO1	ENSG00000181019	nafld	0.032799	20
NQO1	ENSG00000181019	obesity	0.062013	40
NQO1	ENSG00000181019	type_2_diabetes	0.060217	42
NQO2	ENSG00000124588	type_2_diabetes	0.007956	2
NR0B1	ENSG00000169297	mash	0.004915	5
NR0B1	ENSG00000169297	nafld	0.003831	5
NR0B1	ENSG00000169297	obesity	0.010177	29
NR0B1	ENSG00000169297	type_2_diabetes	0.005456	19
NR0B2	ENSG00000131910	mash	0.066471	40
NR0B2	ENSG00000131910	nafld	0.040166	46
NR0B2	ENSG00000131910	obesity	0.532620	84
NR0B2	ENSG00000131910	type_2_diabetes	0.025254	20
NR1D1	ENSG00000126368	mash	0.023186	6
NR1D1	ENSG00000126368	nafld	0.009626	9
NR1D1	ENSG00000126368	obesity	0.090997	70
NR1D1	ENSG00000126368	type_2_diabetes	0.078643	19
NR1D2	ENSG00000174738	mash	0.003700	1
NR1D2	ENSG00000174738	nafld	0.003700	1
NR1D2	ENSG00000174738	obesity	0.006275	9
NR1D2	ENSG00000174738	type_2_diabetes	0.038390	8
NR1H2	ENSG00000131408	mash	0.004975	3
NR1H2	ENSG00000131408	nafld	0.005440	5
NR1H2	ENSG00000131408	obesity	0.050995	13
NR1H2	ENSG00000131408	type_2_diabetes	0.055773	11
NR1H3	ENSG00000025434	mash	0.035412	34
NR1H3	ENSG00000025434	nafld	0.057204	106
NR1H3	ENSG00000025434	obesity	0.053402	52
NR1H3	ENSG00000025434	type_2_diabetes	0.038177	20
NR1H4	ENSG00000012504	mash	0.328650	722
NR1H4	ENSG00000012504	nafld	0.318862	743
NR1H4	ENSG00000012504	obesity	0.106679	451
NR1H4	ENSG00000012504	type_2_diabetes	0.336375	196
NR1I2	ENSG00000144852	mash	0.032250	38
NR1I2	ENSG00000144852	nafld	0.086418	90
NR1I2	ENSG00000144852	obesity	0.157170	135
NR1I2	ENSG00000144852	type_2_diabetes	0.042774	63
NR1I3	ENSG00000143257	mash	0.025634	22
NR1I3	ENSG00000143257	nafld	0.052586	41
NR1I3	ENSG00000143257	obesity	0.028764	37
NR1I3	ENSG00000143257	type_2_diabetes	0.016901	24
NR2C2	ENSG00000177463	mash	0.016804	26
NR2C2	ENSG00000177463	nafld	0.046634	23
NR2C2	ENSG00000177463	obesity	0.053664	25
NR2C2	ENSG00000177463	type_2_diabetes	0.069903	10
NR2E1	ENSG00000112333	nafld	0.011841	2
NR2E1	ENSG00000112333	obesity	0.046014	6
NR2E1	ENSG00000112333	type_2_diabetes	0.009600	3
NR2F1	ENSG00000175745	obesity	0.068991	2
NR2F1	ENSG00000175745	type_2_diabetes	0.363786	5
NR2F2	ENSG00000185551	nafld	0.019056	2
NR2F2	ENSG00000185551	obesity	0.045500	12
NR2F2	ENSG00000185551	type_2_diabetes	0.009875	6
NR2F6	ENSG00000160113	mash	0.030877	3
NR2F6	ENSG00000160113	nafld	0.038470	6
NR2F6	ENSG00000160113	obesity	0.029856	6
NR3C1	ENSG00000113580	mash	0.014714	18
NR3C1	ENSG00000113580	nafld	0.025464	35
NR3C1	ENSG00000113580	obesity	0.104909	243
NR3C1	ENSG00000113580	type_2_diabetes	0.099350	125
NR3C2	ENSG00000151623	mash	0.094075	13
NR3C2	ENSG00000151623	nafld	0.027426	20
NR3C2	ENSG00000151623	obesity	0.199702	229
NR3C2	ENSG00000151623	type_2_diabetes	0.551421	300
NR4A1	ENSG00000123358	mash	0.018031	8
NR4A1	ENSG00000123358	nafld	0.030688	28
NR4A1	ENSG00000123358	obesity	0.029414	171
NR4A1	ENSG00000123358	type_2_diabetes	0.092898	33
NR4A2	ENSG00000153234	mash	0.025122	5
NR4A2	ENSG00000153234	nafld	0.019210	4
NR4A2	ENSG00000153234	obesity	0.010334	15
NR4A2	ENSG00000153234	type_2_diabetes	0.087791	9
NR4A3	ENSG00000119508	mash	0.003700	1
NR4A3	ENSG00000119508	nafld	0.001480	1
NR4A3	ENSG00000119508	obesity	0.020753	12
NR4A3	ENSG00000119508	type_2_diabetes	0.048843	13
NR5A1	ENSG00000136931	mash	0.002220	1
NR5A1	ENSG00000136931	obesity	0.051635	22
NR5A1	ENSG00000136931	type_2_diabetes	0.003700	1
NR5A2	ENSG00000116833	mash	0.045229	10
NR5A2	ENSG00000116833	nafld	0.016030	31
NR5A2	ENSG00000116833	obesity	0.012119	9
NR5A2	ENSG00000116833	type_2_diabetes	0.232749	13
NRAS	ENSG00000213281	mash	0.011841	1
NRAS	ENSG00000213281	nafld	0.009251	2
NRAS	ENSG00000213281	obesity	0.013267	5
NRAS	ENSG00000213281	type_2_diabetes	0.007400	1
NRBF2	ENSG00000148572	type_2_diabetes	0.236586	8
NRBP1	ENSG00000115216	obesity	0.004235	3
NRBP1	ENSG00000115216	type_2_diabetes	0.024383	5
NRCAM	ENSG00000091129	obesity	0.005365	2
NRCAM	ENSG00000091129	type_2_diabetes	0.026827	2
NRDC	ENSG00000078618	mash	0.014431	2
NRDC	ENSG00000078618	obesity	0.302299	2
NRDC	ENSG00000078618	type_2_diabetes	0.004440	1
NREP	ENSG00000134986	nafld	0.002590	2
NREP	ENSG00000134986	obesity	0.003700	1
NREP	ENSG00000134986	type_2_diabetes	0.259493	2
NRF1	ENSG00000106459	mash	0.038920	33
NRF1	ENSG00000106459	nafld	0.019888	15
NRF1	ENSG00000106459	obesity	0.045233	40
NRF1	ENSG00000106459	type_2_diabetes	0.406407	33
NRG1	ENSG00000157168	mash	0.011101	1
NRG1	ENSG00000157168	nafld	0.039634	4
NRG1	ENSG00000157168	obesity	0.196799	15
NRG1	ENSG00000157168	type_2_diabetes	0.031605	13
NRG2	ENSG00000158458	obesity	0.004440	1
NRG3	ENSG00000185737	obesity	0.003515	2
NRG4	ENSG00000169752	mash	0.035385	22
NRG4	ENSG00000169752	nafld	0.108325	57
NRG4	ENSG00000169752	obesity	0.100283	88
NRG4	ENSG00000169752	type_2_diabetes	0.113550	51
NRGN	ENSG00000154146	obesity	0.002960	1
NRGN	ENSG00000154146	type_2_diabetes	0.004625	2
NRIP1	ENSG00000180530	mash	0.026436	3
NRIP1	ENSG00000180530	nafld	0.002220	1
NRIP1	ENSG00000180530	obesity	0.023887	28
NRIP1	ENSG00000180530	type_2_diabetes	0.006330	8
NRIP2	ENSG00000053702	obesity	0.022909	1
NRL	ENSG00000129535	type_2_diabetes	0.001480	1
NRM	ENSG00000137404	obesity	0.001480	1
NRN1L	ENSG00000188038	obesity	0.002220	1
NRON	ENSG00000253079	obesity	0.002590	2
NRON	ENSG00000253079	type_2_diabetes	0.014801	1
NRP1	ENSG00000099250	mash	0.012581	1
NRP1	ENSG00000099250	nafld	0.019623	6
NRP1	ENSG00000099250	obesity	0.040842	34
NRP1	ENSG00000099250	type_2_diabetes	0.207940	19
NRP2	ENSG00000118257	obesity	0.006270	3
NRP2	ENSG00000118257	type_2_diabetes	0.309452	5
NRROS	ENSG00000174004	obesity	0.284871	1
NRSN1	ENSG00000152954	obesity	0.229827	3
NRTN	ENSG00000171119	obesity	0.001480	1
NRTN	ENSG00000171119	type_2_diabetes	0.001480	1
NRXN1	ENSG00000179915	obesity	0.260076	4
NRXN1	ENSG00000179915	type_2_diabetes	0.001480	1
NRXN2	ENSG00000110076	obesity	0.104928	6
NRXN2	ENSG00000110076	type_2_diabetes	0.051246	1
NRXN3	ENSG00000021645	obesity	0.450085	39
NRXN3	ENSG00000021645	type_2_diabetes	0.417291	15
NSA2	ENSG00000164346	type_2_diabetes	0.001480	1
NSD1	ENSG00000165671	mash	0.003700	1
NSD1	ENSG00000165671	type_2_diabetes	0.398396	8
NSD2	ENSG00000109685	mash	0.063714	5
NSD2	ENSG00000109685	nafld	0.017761	1
NSD2	ENSG00000109685	obesity	0.003330	2
NSD2	ENSG00000109685	type_2_diabetes	0.012375	3
NSD3	ENSG00000147548	obesity	0.113317	1
NSDHL	ENSG00000147383	mash	0.003700	1
NSDHL	ENSG00000147383	nafld	0.004070	2
NSDHL	ENSG00000147383	obesity	0.001480	1
NSDHL	ENSG00000147383	type_2_diabetes	0.002220	1
NSF	ENSG00000073969	type_2_diabetes	0.002590	2
NSFL1C	ENSG00000088833	mash	0.002775	2
NSFL1C	ENSG00000088833	nafld	0.018501	1
NSFL1C	ENSG00000088833	obesity	0.008341	4
NSFL1C	ENSG00000088833	type_2_diabetes	0.004995	2
NSG1	ENSG00000168824	mash	0.020288	15
NSG1	ENSG00000168824	nafld	0.052453	35
NSG1	ENSG00000168824	obesity	0.030431	37
NSG1	ENSG00000168824	type_2_diabetes	0.022983	29
NSG2	ENSG00000170091	type_2_diabetes	0.044315	1
NSMAF	ENSG00000035681	mash	0.001480	1
NSMAF	ENSG00000035681	obesity	0.004255	2
NSMAF	ENSG00000035681	type_2_diabetes	0.003700	1
NSMF	ENSG00000165802	mash	0.012581	1
NSMF	ENSG00000165802	nafld	0.011841	2
NSRP1	ENSG00000126653	type_2_diabetes	0.132611	1
NSUN2	ENSG00000037474	obesity	0.011471	2
NSUN2	ENSG00000037474	type_2_diabetes	0.074724	3
NSUN3	ENSG00000178694	obesity	0.131765	3
NSUN3	ENSG00000178694	type_2_diabetes	0.201481	3
NSUN4	ENSG00000117481	obesity	0.001480	1
NT5C	ENSG00000125458	mash	0.001480	1
NT5C	ENSG00000125458	type_2_diabetes	0.187715	3
NT5C1A	ENSG00000116981	obesity	0.002960	1
NT5C1A	ENSG00000116981	type_2_diabetes	0.035086	13
NT5C1B	ENSG00000185013	type_2_diabetes	0.054328	4
NT5C2	ENSG00000076685	nafld	0.003700	1
NT5C2	ENSG00000076685	obesity	0.283343	10
NT5C2	ENSG00000076685	type_2_diabetes	0.362661	6
NT5C3A	ENSG00000122643	obesity	0.025902	2
NT5DC1	ENSG00000178425	type_2_diabetes	0.249834	1
NT5DC2	ENSG00000168268	type_2_diabetes	0.058897	1
NT5DC3	ENSG00000111696	obesity	0.026644	4
NT5DC3	ENSG00000111696	type_2_diabetes	0.067897	5
NT5DC4	ENSG00000144130	type_2_diabetes	0.005920	1
NT5E	ENSG00000135318	mash	0.003700	1
NT5E	ENSG00000135318	nafld	0.079254	6
NT5E	ENSG00000135318	obesity	0.018685	19
NT5E	ENSG00000135318	type_2_diabetes	0.022706	27
NT5M	ENSG00000205309	nafld	0.001480	1
NT5M	ENSG00000205309	obesity	0.001480	1
NTAN1	ENSG00000157045	obesity	0.184744	2
NTAN1	ENSG00000157045	type_2_diabetes	0.171301	4
NTF3	ENSG00000185652	mash	0.002940	3
NTF3	ENSG00000185652	nafld	0.005180	1
NTF3	ENSG00000185652	obesity	0.038975	22
NTF3	ENSG00000185652	type_2_diabetes	0.026131	23
NTF4	ENSG00000225950	obesity	0.030549	6
NTF4	ENSG00000225950	type_2_diabetes	0.002960	1
NTM	ENSG00000182667	mash	0.003700	1
NTM	ENSG00000182667	nafld	0.017576	2
NTM	ENSG00000182667	obesity	0.025597	13
NTM	ENSG00000182667	type_2_diabetes	0.004654	5
NTN1	ENSG00000065320	mash	0.004440	1
NTN1	ENSG00000065320	obesity	0.087112	28
NTN1	ENSG00000065320	type_2_diabetes	0.093924	32
NTN3	ENSG00000162068	type_2_diabetes	0.002220	1
NTN4	ENSG00000074527	obesity	0.009621	2
NTN4	ENSG00000074527	type_2_diabetes	0.022942	2
NTNG1	ENSG00000162631	obesity	0.439484	11
NTNG1	ENSG00000162631	type_2_diabetes	0.310130	4
NTNG2	ENSG00000196358	type_2_diabetes	0.040929	2
NTRK1	ENSG00000198400	mash	0.001480	1
NTRK1	ENSG00000198400	nafld	0.011265	4
NTRK1	ENSG00000198400	obesity	0.006501	25
NTRK1	ENSG00000198400	type_2_diabetes	0.021051	30
NTRK2	ENSG00000148053	mash	0.037948	3
NTRK2	ENSG00000148053	nafld	0.001480	1
NTRK2	ENSG00000148053	obesity	0.370327	159
NTRK2	ENSG00000148053	type_2_diabetes	0.010634	12
NTRK3	ENSG00000140538	mash	0.002775	2
NTRK3	ENSG00000140538	obesity	0.008141	2
NTS	ENSG00000133636	mash	0.004625	2
NTS	ENSG00000133636	nafld	0.040552	14
NTS	ENSG00000133636	obesity	0.026962	71
NTS	ENSG00000133636	type_2_diabetes	0.012662	23
NTSR1	ENSG00000101188	nafld	0.007400	1
